Crop,State,year,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,WPI
Urad,Andaman And Nicobar Islands,2021,412.60,165.04,400.00,6300,0,188.125
Urad,Andhra Pradesh,2021,401000.00,424683.00,1059.00,6300,3.265112994,188.125
Urad,Arunachal Pradesh,2021,2641.00,2515.28,952.00,6300,5.32799435,188.125
Urad,Assam,2021,57010.00,37683.61,661.00,6300,4.238022599,188.125
Urad,Bihar,2021,6425.00,5975.25,930.00,6300,4.190960452,188.125
Urad,Chhattisgarh,2021,70040.00,25800.46,368.00,6300,3.365649718,188.125
Urad,Gujarat,2021,180370.00,130005.51,721.00,6300,2.123700565,188.125
Urad,Haryana,2021,250.00,127.25,509.00,6300,1.925847458,188.125
Urad,Himachal Pradesh,2021,6353.00,4567.81,719.00,6300,2.939745763,188.125
Urad,Jammu And Kashmir,2021,0.00,0.00,0.00,6300,2.869689266,188.125
Urad,Jharkhand,2021,133325.00,120392.48,903.00,6300,4.018644068,188.125
Urad,Karnataka,2021,79000.00,39091.00,495.00,6300,3.780367232,188.125
Urad,Kerala,2021,398.00,312.86,786.00,6300,8.892090395,188.125
Urad,Madhya Pradesh,2021,1617000.00,884599.00,547.00,6300,2.906949153,188.125
Urad,Maharashtra,2021,436310.00,211196.59,484.00,6300,3.662909605,188.125
Urad,Manipur,2021,1330.00,1270.15,955.00,6300,2.583022599,188.125
Urad,Nagaland,2021,193.00,180.07,933.00,6300,2.868022599,188.125
Urad,Odisha,2021,92010.00,31256.03,340.00,6300,3.970112994,188.125
Urad,Puducherry,2021,485.00,347.06,716.00,6300,6.05759887,188.125
Urad,Punjab,2021,1600.00,705.60,441.00,6300,1.77740113,188.125
Urad,Rajasthan,2021,424857.00,155497.66,366.00,6300,1.599435028,188.125
Urad,Sikkim,2021,2851.00,2688.49,943.00,6300,8.748785311,188.125
Urad,Tamil Nadu,2021,407250.00,268718.70,660.00,6300,3.979717514,188.125
Urad,Telangana,2021,58000.00,65553.00,1130.00,6300,3.251638418,188.125
Urad,Tripura,2021,7333.00,5284.67,721.00,6300,5.003474576,188.125
Urad,Uttar Pradesh,2021,561000.00,291504.00,520.00,6300,2.842146893,188.125
Urad,Uttarakhand,2021,13000.00,15639.00,1203.00,6300,4.910141243,188.125
Urad,West Bengal,2021,73027.00,50165.44,687.00,6300,5.570225989,188.125
Wheat,Arunachal Pradesh,2021,4010.00,7915.74,1974.00,2015,5.32799435,155.6583333
Wheat,Assam,2021,9117.00,11378.02,1248.00,2015,4.238022599,155.6583333
Wheat,Bihar,2021,2238765.00,6223766.70,2780.00,2015,4.190960452,155.6583333
Wheat,Chandigarh,2021,547.00,2735.00,5000.00,2015,2.313559322,155.6583333
Wheat,Chhattisgarh,2021,156120.00,191871.48,1229.00,2015,3.365649718,155.6583333
Wheat,Delhi,2021,18090.00,81405.00,4500.00,2015,2.746836158,155.6583333
Wheat,Gujarat,2021,1040000.00,3333200.00,3205.00,2015,2.123700565,155.6583333
Wheat,Haryana,2021,2304700.00,10447205.10,4533.00,2015,1.925847458,155.6583333
Wheat,Himachal Pradesh,2021,320219.00,548855.37,1714.00,2015,2.939745763,155.6583333
Wheat,Jammu And Kashmir,2021,282775.00,584213.15,2066.00,2015,2.869689266,155.6583333
Wheat,Jharkhand,2021,227558.00,519287.36,2282.00,2015,4.018644068,155.6583333
Wheat,Karnataka,2021,165000.00,212355.00,1287.00,2015,3.780367232,155.6583333
Wheat,Ladakh,2021,4399.05,7038.48,1600.00,2015,1.052090395,155.6583333
Wheat,Madhya Pradesh,2021,6500000.00,22977500.00,3535.00,2015,2.906949153,155.6583333
Wheat,Maharashtra,2021,1132250.00,2144481.50,1894.00,2015,3.662909605,155.6583333
Wheat,Manipur,2021,2300.00,5651.10,2457.00,2015,2.583022599,155.6583333
Wheat,Meghalaya,2021,464.00,897.84,1935.00,2015,9.194463277,155.6583333
Wheat,Nagaland,2021,1392.00,2349.70,1688.00,2015,2.868022599,155.6583333
Wheat,Odisha,2021,180.00,306.90,1705.00,2015,3.970112994,155.6583333
Wheat,Punjab,2021,3525000.00,14861400.00,4216.00,2015,1.77740113,155.6583333
Wheat,Rajasthan,2021,2580000.00,10095540.00,3913.00,2015,1.599435028,155.6583333
Wheat,Sikkim,2021,103.00,118.97,1155.00,2015,8.748785311,155.6583333
Wheat,Telangana,2021,7000.00,14063.00,2009.00,2015,3.251638418,155.6583333
Wheat,Tripura,2021,28.00,57.99,2071.00,2015,5.003474576,155.6583333
Wheat,Uttar Pradesh,2021,9420000.00,33949680.00,3604.00,2015,2.842146893,155.6583333
Wheat,Uttarakhand,2021,298000.00,863008.00,2896.00,2015,4.910141243,155.6583333
Wheat,West Bengal,2021,220507.00,655787.82,2974.00,2015,5.570225989,155.6583333
Bajra,Andhra Pradesh,2022,25000.00,50675.00,2027.00,2350,2.964078212,204.5416667
Bajra,Bihar,2022,2352.00,2681.28,1140.00,2350,2.71952514,204.5416667
Bajra,Chhattisgarh,2022,100.00,45.80,458.00,2350,3.823044693,204.5416667
Bajra,Dadra And Nagar Haveli,2022,496.00,753.42,1519.00,2350,9.703826816,204.5416667
Bajra,Delhi,2022,1430.00,4647.50,3250.00,2350,1.867430168,204.5416667
Bajra,Gujarat,2022,501960.00,1293682.28,2577.00,2350,2.550865922,204.5416667
Bajra,Haryana,2022,526250.00,1199850.00,2280.00,2350,1.895642458,204.5416667
Bajra,Himachal Pradesh,2022,539.00,258.72,480.00,2350,3.112765363,204.5416667
Bajra,Jammu And Kashmir,2022,17583.00,10321.22,587.00,2350,3.155307263,204.5416667
Bajra,Jharkhand,2022,235.00,136.30,580.00,2350,2.874944134,204.5416667
Bajra,Karnataka,2022,128000.00,177400.00,1386.00,2350,4.063882682,204.5416667
Bajra,Kerala,2022,8.00,12.00,1500.00,2350,7.651480447,204.5416667
Bajra,Madhya Pradesh,2022,363000.00,943437.00,2599.00,2350,3.631955307,204.5416667
Bajra,Maharashtra,2022,433800.00,467931.00,1079.00,2350,3.789162011,204.5416667
Bajra,Nagaland,2022,2051.00,2206.88,1076.00,2350,4.46226257,204.5416667
Bajra,Odisha,2022,1800.00,1139.40,633.00,2350,3.92849162,204.5416667
Bajra,Puducherry,2022,27.00,70.01,2593.00,2350,3.568184358,204.5416667
Bajra,Punjab,2022,600.00,414.00,690.00,2350,1.930083799,204.5416667
Bajra,Rajasthan,2022,4571012.00,5105015.54,1117.00,2350,1.772821229,204.5416667
Bajra,Tamil Nadu,2022,45090.00,113382.71,2515.00,2350,3.137206704,204.5416667
Bajra,Telangana,2022,4000.00,11808.00,2952.00,2350,3.68896648,204.5416667
Bajra,Uttar Pradesh,2022,947000.00,2045520.00,2160.00,2350,2.327988827,204.5416667
Bajra,West Bengal,2022,70.00,29.75,425.00,2350,4.293156425,204.5416667
Barley,Bihar,2022,7206.00,12444.76,1727.00,1735,2.71952514,221.95
Barley,Chhattisgarh,2022,810.00,746.82,922.00,1735,3.823044693,221.95
Barley,Delhi,2022,50.00,200.00,4000.00,1735,1.867430168,221.95
Barley,Haryana,2022,12870.00,45984.51,3573.00,1735,1.895642458,221.95
Barley,Himachal Pradesh,2022,17245.00,27229.86,1579.00,1735,3.112765363,221.95
Barley,Jammu And Kashmir,2022,6881.00,4555.22,662.00,1735,3.155307263,221.95
Barley,Ladakh,2022,10098.97,17087.46,1692.00,1735,1.024581006,221.95
Barley,Madhya Pradesh,2022,24000.00,38712.00,1613.00,1735,3.631955307,221.95
Barley,Punjab,2022,5000.00,19295.00,3859.00,1735,1.930083799,221.95
Barley,Rajasthan,2022,330754.00,1125555.86,3403.00,1735,1.772821229,221.95
Barley,Sikkim,2022,290.00,340.75,1175.00,1735,10.0423743,221.95
Barley,Uttar Pradesh,2022,193000.00,592124.00,3068.00,1735,2.327988827,221.95
Barley,Uttarakhand,2022,20000.00,28420.00,1421.00,1735,4.435363128,221.95
Barley,West Bengal,2022,120.00,223.20,1860.00,1735,4.293156425,221.95
Castorseed,Andhra Pradesh,2022,46000.00,14214.00,309.00,5989,2.964078212,137.0583333
Castorseed,Assam,2022,1000.00,495.00,495.00,5989,6.531815642,137.0583333
Castorseed,Bihar,2022,120.00,117.00,975.00,5929,2.71952514,137.0583333
Castorseed,Gujarat,2022,715550.00,1602832.00,2240.00,2066,2.550865922,137.0583333
Castorseed,Haryana,2022,560.00,441.84,789.00,5989,1.895642458,137.0583333
Castorseed,Jharkhand,2022,282.00,139.87,496.00,5989,2.874944134,137.0583333
Castorseed,Karnataka,2022,3000.00,1893.00,631.00,5989,4.063882682,137.0583333
Castorseed,Madhya Pradesh,2022,1000.00,468.00,468.00,5989,3.631955307,137.0583333
Castorseed,Maharashtra,2022,3100.00,1063.30,343.00,5989,3.789162011,137.0583333
Castorseed,Meghalaya,2022,73.00,64.97,890.00,5962,14.45391061,137.0583333
Castorseed,Nagaland,2022,2.00,1.00,500.00,5989,4.46226257,137.0583333
Castorseed,Odisha,2022,7050.00,4476.75,635.00,5989,3.92849162,137.0583333
Castorseed,Rajasthan,2022,230722.00,346775.17,1503.00,5850,1.772821229,137.0583333
Castorseed,Tamil Nadu,2022,5820.00,1815.84,312.00,5989,3.137206704,137.0583333
Castorseed,Telangana,2022,5000.00,4920.00,984.00,5976,3.68896648,137.0583333
Cotton,Andhra Pradesh,2022,704000.00,1540517.65,372.00,6080,2.964078212,196.2083333
Cotton,Assam,2022,1000.00,511.76,87.00,6080,6.531815642,196.2083333
Cotton,Chhattisgarh,2022,5000.00,9441.18,321.00,6080,3.823044693,196.2083333
Cotton,Gujarat,2022,2483732.00,8795333.32,602.00,6080,2.550865922,196.2083333
Cotton,Haryana,2022,574610.00,1000497.41,296.00,6080,1.895642458,196.2083333
Cotton,Karnataka,2022,949000.00,2567882.35,460.00,6080,4.063882682,196.2083333
Cotton,Kerala,2022,5.00,17.32,589.00,6080,7.651480447,196.2083333
Cotton,Madhya Pradesh,2022,595000.00,1433250.00,410.00,6080,3.631955307,196.2083333
Cotton,Maharashtra,2022,4182440.00,8315674.82,338.00,6080,3.789162011,196.2083333
Cotton,Meghalaya,2022,2142.00,1814.40,144.00,6080,14.45391061,196.2083333
Cotton,Mizoram,2022,9.00,17.47,330.00,6080,5.506089385,196.2083333
Cotton,Nagaland,2022,5.00,17.65,600.00,6080,4.46226257,196.2083333
Cotton,Odisha,2022,216310.00,704916.12,554.00,6080,3.92849162,196.2083333
Cotton,Puducherry,2022,398.00,1058.21,452.00,6080,3.568184358,196.2083333
Cotton,Punjab,2022,248900.00,443627.65,303.00,6080,1.930083799,196.2083333
Cotton,Rajasthan,2022,814610.00,2774465.82,579.00,6080,1.772821229,196.2083333
Cotton,Tamil Nadu,2022,173270.00,319020.65,313.00,6080,3.137206704,196.2083333
Cotton,Telangana,2022,1972900.00,5744620.59,495.00,6080,3.68896648,196.2083333
Cotton,Tripura,2022,390.00,355.59,155.00,6080,5.528379888,196.2083333
Cotton,Uttar Pradesh,2022,3000.00,6741.18,382.00,6080,2.327988827,196.2083333
Cotton,West Bengal,2022,80.00,404.24,859.00,6080,4.293156425,196.2083333
Gram,Andhra Pradesh,2022,329000.00,456652.00,1388.00,5335,2.964078212,163.425
Gram,Assam,2022,2000.00,1532.00,766.00,5335,6.531815642,163.425
Gram,Bihar,2022,53168.00,57208.77,1076.00,5335,2.71952514,163.425
Gram,Chhattisgarh,2022,305970.00,279044.64,912.00,5335,3.823044693,163.425
Gram,Delhi,2022,2.00,4.00,2000.00,5335,1.867430168,163.425
Gram,Gujarat,2022,764050.00,1298120.95,1699.00,5335,2.550865922,163.425
Gram,Haryana,2022,28890.00,26318.79,911.00,5335,1.895642458,163.425
Gram,Himachal Pradesh,2022,210.00,214.20,1020.00,5335,3.112765363,163.425
Gram,Jammu And Kashmir,2022,6.00,1.20,200.00,5335,3.155307263,163.425
Gram,Jharkhand,2022,248898.00,291708.46,1172.00,5335,2.874944134,163.425
Gram,Karnataka,2022,822000.00,558960.00,680.00,5335,4.063882682,163.425
Gram,Madhya Pradesh,2022,2108000.00,3094544.00,1468.00,5335,3.631955307,163.425
Gram,Maharashtra,2022,2956100.00,3174851.40,1074.00,5335,3.789162011,163.425
Gram,Manipur,2022,950.00,930.05,979.00,5335,4.043072626,163.425
Gram,Meghalaya,2022,1891.00,2038.50,1078.00,5335,14.45391061,163.425
Gram,Nagaland,2022,590.00,487.93,827.00,5335,4.46226257,163.425
Gram,Odisha,2022,37750.00,28803.25,763.00,5335,3.92849162,163.425
Gram,Punjab,2022,1300.00,1359.80,1046.00,5335,1.930083799,163.425
Gram,Rajasthan,2022,1937321.00,1809457.81,934.00,5335,1.772821229,163.425
Gram,Tamil Nadu,2022,3830.00,3546.58,926.00,5335,3.137206704,163.425
Gram,Telangana,2022,148000.00,232064.00,1568.00,5335,3.68896648,163.425
Gram,Tripura,2022,94.00,62.04,660.00,5335,5.528379888,163.425
Gram,Uttar Pradesh,2022,680000.00,897940.00,1321.00,5335,2.327988827,163.425
Gram,Uttarakhand,2022,1000.00,800.00,800.00,5335,4.435363128,163.425
Gram,West Bengal,2022,39842.00,50639.18,1271.00,5335,4.293156425,163.425
Groundnut,Andaman And Nicobar Islands,2022,4.50,2.70,600.00,5850,0,172.875
Groundnut,Andhra Pradesh,2022,594000.00,600796.00,1011.00,5850,2.964078212,172.875
Groundnut,Arunachal Pradesh,2022,1217.00,1142.76,939.00,5850,7.982486034,172.875
Groundnut,Bihar,2022,664.00,677.94,1021.00,5850,2.71952514,172.875
Groundnut,Chhattisgarh,2022,22840.00,34237.16,1499.00,5850,3.823044693,172.875
Groundnut,Goa,2022,67.00,105.99,1582.00,5850,9.786089385,172.875
Groundnut,Gujarat,2022,1762960.00,4531354.88,2570.00,5850,2.550865922,172.875
Groundnut,Haryana,2022,5930.00,6321.38,1066.00,5850,1.895642458,172.875
Groundnut,Himachal Pradesh,2022,36.00,34.20,950.00,5850,3.112765363,172.875
Groundnut,Jharkhand,2022,22342.00,26073.11,1167.00,5850,2.874944134,172.875
Groundnut,Karnataka,2022,465000.00,580496.00,1248.00,5850,4.063882682,172.875
Groundnut,Kerala,2022,126.00,194.00,1540.00,5850,7.651480447,172.875
Groundnut,Madhya Pradesh,2022,389000.00,743751.00,1912.00,5850,3.631955307,172.875
Groundnut,Maharashtra,2022,209200.00,267352.60,1278.00,5850,3.789162011,172.875
Groundnut,Manipur,2022,3200.00,2761.60,863.00,5850,4.043072626,172.875
Groundnut,Nagaland,2022,1974.00,2058.88,1043.00,5850,4.46226257,172.875
Groundnut,Odisha,2022,43970.00,82698.43,1881.00,5850,3.92849162,172.875
Groundnut,Puducherry,2022,303.00,894.03,2951.00,5850,3.568184358,172.875
Groundnut,Punjab,2022,1700.00,2918.90,1717.00,5850,1.930083799,172.875
Groundnut,Rajasthan,2022,804749.00,1931766.05,2400.00,5850,1.772821229,172.875
Groundnut,Tamil Nadu,2022,351080.00,912079.03,2598.00,5850,3.137206704,172.875
Groundnut,Telangana,2022,103000.00,252140.00,2448.00,5850,3.68896648,172.875
Groundnut,Tripura,2022,1368.00,2041.04,1492.00,5850,5.528379888,172.875
Groundnut,Uttar Pradesh,2022,98000.00,114464.00,1168.00,5850,2.327988827,172.875
Groundnut,Uttarakhand,2022,614.00,1000.21,1629.00,5850,4.435363128,172.875
Groundnut,West Bengal,2022,77836.00,199346.08,2561.00,5850,4.293156425,172.875
Guarseed,Gujarat,2022,104040.00,74180.52,713.00,5996,2.550865922,171.2583333
Guarseed,Haryana,2022,108050.00,89789.55,831.00,5986,1.895642458,171.2583333
Guarseed,Punjab,2022,8900.00,6933.10,779.00,5996,1.930083799,171.2583333
Guarseed,Rajasthan,2022,2989886.00,1614538.44,540.00,5996,1.772821229,171.2583333
Guarseed,Uttar Pradesh,2022,2000.00,1440.00,720.00,5996,2.327988827,171.2583333
Jowar,Andhra Pradesh,2022,70000.00,283784.00,4054.00,2970,2.964078212,165.4916667
Jowar,Bihar,2022,917.00,979.36,1068.00,2970,2.71952514,165.4916667
Jowar,Chhattisgarh,2022,750.00,1103.25,1471.00,2970,3.823044693,165.4916667
Jowar,Delhi,2022,3000.00,3000.00,1000.00,2970,1.867430168,165.4916667
Jowar,Gujarat,2022,31600.00,46120.33,1460.00,2970,2.550865922,165.4916667
Jowar,Haryana,2022,26840.00,14117.84,526.00,2970,1.895642458,165.4916667
Jowar,Jharkhand,2022,785.00,759.10,967.00,2970,2.874944134,165.4916667
Jowar,Karnataka,2022,555000.00,681681.00,1228.00,2970,4.063882682,165.4916667
Jowar,Kerala,2022,1.00,1.00,1000.00,2970,7.651480447,165.4916667
Jowar,Madhya Pradesh,2022,97000.00,169459.00,1747.00,2970,3.631955307,165.4916667
Jowar,Maharashtra,2022,1477800.00,1312246.30,888.00,2970,3.789162011,165.4916667
Jowar,Nagaland,2022,310.00,299.15,965.00,2970,4.46226257,165.4916667
Jowar,Odisha,2022,7100.00,5580.60,786.00,2970,3.92849162,165.4916667
Jowar,Puducherry,2022,4.00,10.00,2500.00,2970,3.568184358,165.4916667
Jowar,Rajasthan,2022,637279.00,567178.31,890.00,2970,1.772821229,165.4916667
Jowar,Tamil Nadu,2022,360170.00,292811.10,813.00,2970,3.137206704,165.4916667
Jowar,Telangana,2022,68000.00,119539.00,1758.00,2970,3.68896648,165.4916667
Jowar,Uttar Pradesh,2022,198000.00,315414.00,1593.00,2970,2.327988827,165.4916667
Jowar,West Bengal,2022,165.00,93.06,564.00,2970,4.293156425,165.4916667
Jute,Assam,2022,58000.00,688588.89,2137.00,4750,6.531815642,279.2
Jute,Bihar,2022,48184.00,629604.27,2352.00,4750,2.71952514,279.2
Jute,Meghalaya,2022,3349.00,29415.38,1581.00,4750,14.45391061,279.2
Jute,Nagaland,2022,2970.00,31482.00,1908.00,4750,4.46226257,279.2
Jute,Odisha,2022,2550.00,33050.83,2333.00,4750,3.92849162,279.2
Jute,Tripura,2022,313.00,1577.17,907.00,4750,5.528379888,279.2
Jute,West Bengal,2022,503717.00,7575343.99,2707.00,4769,4.293156425,279.2
Jute & Mesta,Andhra Pradesh,2022,1000.00,11327.78,2039.00,2041,2.964078212,171.2583333
Jute & Mesta,Assam,2022,61000.00,709472.22,2094.00,2041,6.531815642,171.2583333
Jute & Mesta,Bihar,2022,60236.00,772822.20,2309.00,2041,2.71952514,171.2583333
Jute & Mesta,Chhattisgarh,2022,380.00,728.33,345.00,5996,3.823044693,171.2583333
Jute & Mesta,Meghalaya,2022,7750.00,55087.88,1279.00,5959,14.45391061,171.2583333
Jute & Mesta,Nagaland,2022,4430.00,41450.56,1684.00,3925,4.46226257,171.2583333
Jute & Mesta,Odisha,2022,6190.00,51169.94,1488.00,5959,3.92849162,171.2583333
Jute & Mesta,Tripura,2022,502.00,2502.22,897.00,5986,5.528379888,171.2583333
Jute & Mesta,West Bengal,2022,516321.00,7747038.48,2701.00,2041,4.293156425,171.2583333
Lentil,Arunachal Pradesh,2022,469.00,378.95,808.00,6000,7.982486034,202.2583333
Lentil,Assam,2022,25000.00,19975.00,799.00,6000,6.531815642,202.2583333
Lentil,Bihar,2022,133623.00,131618.66,985.00,6000,2.71952514,202.2583333
Lentil,Chhattisgarh,2022,12630.00,5367.75,425.00,6000,3.823044693,202.2583333
Lentil,Haryana,2022,170.00,138.72,816.00,6000,1.895642458,202.2583333
Lentil,Himachal Pradesh,2022,208.00,274.56,1320.00,6000,3.112765363,202.2583333
Lentil,Jharkhand,2022,59439.00,48442.79,815.00,6000,2.874944134,202.2583333
Lentil,Ladakh,2022,100.00,97.70,977.00,6000,1.024581006,202.2583333
Lentil,Madhya Pradesh,2022,655000.00,636005.00,971.00,6000,3.631955307,202.2583333
Lentil,Manipur,2022,900.00,870.30,967.00,6000,4.043072626,202.2583333
Lentil,Nagaland,2022,240.00,195.12,813.00,6000,4.46226257,202.2583333
Lentil,Odisha,2022,14960.00,7868.96,526.00,6000,3.92849162,202.2583333
Lentil,Punjab,2022,500.00,477.00,954.00,6000,1.930083799,202.2583333
Lentil,Rajasthan,2022,20883.00,28714.13,1375.00,6000,1.772821229,202.2583333
Lentil,Tripura,2022,701.00,557.30,795.00,6000,5.528379888,202.2583333
Lentil,Uttar Pradesh,2022,544000.00,516800.00,950.00,6000,2.327988827,202.2583333
Lentil,Uttarakhand,2022,11000.00,10175.00,925.00,6000,4.435363128,202.2583333
Lentil,West Bengal,2022,156958.00,150679.68,960.00,6000,4.293156425,202.2583333
Linseed,Assam,2022,5000.00,3095.00,619.00,6822,6.531815642,244.1833333
Linseed,Bihar,2022,5206.00,4445.92,854.00,6866,2.71952514,244.1833333
Linseed,Chhattisgarh,2022,10350.00,3684.60,356.00,6882,3.823044693,244.1833333
Linseed,Himachal Pradesh,2022,136.00,55.35,407.00,6882,3.112765363,244.1833333
Linseed,Jammu And Kashmir,2022,40.00,99.12,2478.00,4125,3.155307263,244.1833333
Linseed,Jharkhand,2022,47145.00,27862.70,591.00,6879,2.874944134,244.1833333
Linseed,Karnataka,2022,1000.00,338.00,338.00,6882,4.063882682,244.1833333
Linseed,Madhya Pradesh,2022,77000.00,57365.00,745.00,6876,3.631955307,244.1833333
Linseed,Maharashtra,2022,6000.00,2262.00,377.00,6882,3.789162011,244.1833333
Linseed,Meghalaya,2022,95.00,57.00,600.00,6720,14.45391061,244.1833333
Linseed,Nagaland,2022,3930.00,3030.03,771.00,6879,4.46226257,244.1833333
Linseed,Odisha,2022,7890.00,3881.88,492.00,6882,3.92849162,244.1833333
Linseed,Rajasthan,2022,22541.00,24163.95,1072.00,6826,1.772821229,244.1833333
Linseed,Uttar Pradesh,2022,49000.00,35084.00,716.00,6879,2.327988827,244.1833333
Linseed,West Bengal,2022,3398.00,1328.62,391.00,6882,4.293156425,244.1833333
Maize,Andaman And Nicobar Islands,2022,15.14,34.22,2260.00,1962,0,179.8333333
Maize,Andhra Pradesh,2022,386000.00,2755380.00,7138.00,1962,2.964078212,179.8333333
Maize,Arunachal Pradesh,2022,54643.00,86300.81,1579.00,1962,7.982486034,179.8333333
Maize,Assam,2022,52000.00,192296.00,3698.00,1962,6.531815642,179.8333333
Maize,Bihar,2022,748102.00,4379616.61,5854.00,1962,2.71952514,179.8333333
Maize,Chandigarh,2022,9.00,25.88,2875.00,1962,3.379329609,179.8333333
Maize,Chhattisgarh,2022,120410.00,393379.47,3267.00,1962,3.823044693,179.8333333
Maize,Delhi,2022,25.00,128.00,5120.00,1962,1.867430168,179.8333333
Maize,Gujarat,2022,400690.00,857332.00,2140.00,1962,2.550865922,179.8333333
Maize,Haryana,2022,4810.00,16007.68,3328.00,1962,1.895642458,179.8333333
Maize,Himachal Pradesh,2022,255539.00,678200.51,2654.00,1962,3.112765363,179.8333333
Maize,Jammu And Kashmir,2022,276370.00,546936.23,1979.00,1962,3.155307263,179.8333333
Maize,Jharkhand,2022,240053.00,458410.22,1910.00,1962,2.874944134,179.8333333
Maize,Karnataka,2022,1912000.00,5910965.00,3092.00,1962,4.063882682,179.8333333
Maize,Kerala,2022,88.00,258.99,2943.00,1962,7.651480447,179.8333333
Maize,Madhya Pradesh,2022,1448000.00,4620568.00,3191.00,1962,3.631955307,179.8333333
Maize,Maharashtra,2022,1345100.00,3918787.60,2913.00,1962,3.789162011,179.8333333
Maize,Manipur,2022,25480.00,56567.52,2220.00,1962,4.043072626,179.8333333
Maize,Meghalaya,2022,19482.00,44126.73,2265.00,1962,14.45391061,179.8333333
Maize,Mizoram,2022,11546.00,19328.66,1674.00,1962,5.506089385,179.8333333
Maize,Nagaland,2022,44412.00,88948.13,2003.00,1962,4.46226257,179.8333333
Maize,Odisha,2022,84290.00,251204.40,2980.00,1962,3.92849162,179.8333333
Maize,Punjab,2022,93300.00,409866.90,4393.00,1962,1.930083799,179.8333333
