Crop,State,Crop_Year,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,WPI
Gram,West Bengal,2022,39842,50639.18,1271,5335,4.293156425,163.425
Groundnut,Andaman And Nicobar Islands,2022,4.5,2.7,600,5850,0,172.875
Groundnut,Andhra Pradesh,2022,594000,600796,1011,5850,2.964078212,172.875
Groundnut,Arunachal Pradesh,2022,1217,1142.76,939,5850,7.982486034,172.875
Groundnut,Bihar,2022,664,677.94,1021,5850,2.71952514,172.875
Groundnut,Chhattisgarh,2022,22840,34237.16,1499,5850,3.823044693,172.875
Groundnut,Goa,2022,67,105.99,1582,5850,9.786089385,172.875
Groundnut,Gujarat,2022,1762960,4531354.88,2570,5850,2.550865922,172.875
Groundnut,Haryana,2022,5930,6321.38,1066,5850,1.895642458,172.875
Groundnut,Himachal Pradesh,2022,36,34.2,950,5850,3.112765363,172.875
Groundnut,Jharkhand,2022,22342,26073.11,1167,5850,2.874944134,172.875
Groundnut,Karnataka,2022,465000,580496,1248,5850,4.063882682,172.875
Groundnut,Kerala,2022,126,194,1540,5850,7.651480447,172.875
Groundnut,Madhya Pradesh,2022,389000,743751,1912,5850,3.631955307,172.875
Groundnut,Maharashtra,2022,209200,267352.6,1278,5850,3.789162011,172.875
Groundnut,Manipur,2022,3200,2761.6,863,5850,4.043072626,172.875
Groundnut,Nagaland,2022,1974,2058.88,1043,5850,4.46226257,172.875
Groundnut,Odisha,2022,43970,82698.43,1881,5850,3.92849162,172.875
Groundnut,Puducherry,2022,303,894.03,2951,5850,3.568184358,172.875
Groundnut,Punjab,2022,1700,2918.9,1717,5850,1.930083799,172.875
Groundnut,Rajasthan,2022,804749,1931766.05,2400,5850,1.772821229,172.875
Groundnut,Tamil Nadu,2022,351080,912079.03,2598,5850,3.137206704,172.875
Groundnut,Telangana,2022,103000,252140,2448,5850,3.68896648,172.875
Groundnut,Tripura,2022,1368,2041.04,1492,5850,5.528379888,172.875
Groundnut,Uttar Pradesh,2022,98000,114464,1168,5850,2.327988827,172.875
Groundnut,Uttarakhand,2022,614,1000.21,1629,5850,4.435363128,172.875
Groundnut,West Bengal,2022,77836,199346.08,2561,5850,4.293156425,172.875
Guarseed,Gujarat,2022,104040,74180.52,713,5995.55,2.550865922,171.2583333
Guarseed,Haryana,2022,108050,89789.55,831,5985.75,1.895642458,171.2583333
Guarseed,Punjab,2022,8900,6933.1,779,5995.55,1.930083799,171.2583333
Guarseed,Rajasthan,2022,2989886,1614538.44,540,5995.55,1.772821229,171.2583333
Guarseed,Uttar Pradesh,2022,2000,1440,720,5995.55,2.327988827,171.2583333
Jowar,Andhra Pradesh,2022,70000,283784,4054,2970,2.964078212,165.4916667
Jowar,Bihar,2022,917,979.36,1068,2970,2.71952514,165.4916667
Jowar,Chhattisgarh,2022,750,1103.25,1471,2970,3.823044693,165.4916667
Jowar,Delhi,2022,3000,3000,1000,2970,1.867430168,165.4916667
Jowar,Gujarat,2022,31600,46120.33,1460,2970,2.550865922,165.4916667
Jowar,Haryana,2022,26840,14117.84,526,2970,1.895642458,165.4916667
Jowar,Jharkhand,2022,785,759.1,967,2970,2.874944134,165.4916667
Jowar,Karnataka,2022,555000,681681,1228,2970,4.063882682,165.4916667
Jowar,Kerala,2022,1,1,1000,2970,7.651480447,165.4916667
Jowar,Madhya Pradesh,2022,97000,169459,1747,2970,3.631955307,165.4916667
Jowar,Maharashtra,2022,1477800,1312246.3,888,2970,3.789162011,165.4916667
Jowar,Nagaland,2022,310,299.15,965,2970,4.46226257,165.4916667
Jowar,Odisha,2022,7100,5580.6,786,2970,3.92849162,165.4916667
Jowar,Puducherry,2022,4,10,2500,2970,3.568184358,165.4916667
Jowar,Rajasthan,2022,637279,567178.31,890,2970,1.772821229,165.4916667
Jowar,Tamil Nadu,2022,360170,292811.1,813,2970,3.137206704,165.4916667
Jowar,Telangana,2022,68000,119539,1758,2970,3.68896648,165.4916667
Jowar,Uttar Pradesh,2022,198000,315414,1593,2970,2.327988827,165.4916667
Jowar,West Bengal,2022,165,93.06,564,2970,4.293156425,165.4916667
Jute,Assam,2022,58000,688588.89,2137,4750,6.531815642,279.2
Jute,Bihar,2022,48184,629604.27,2352,4750,2.71952514,279.2
Jute,Meghalaya,2022,3349,29415.38,1581,4750,14.45391061,279.2
Jute,Nagaland,2022,2970,31482,1908,4750,4.46226257,279.2
Jute,Odisha,2022,2550,33050.83,2333,4750,3.92849162,279.2
Jute,Tripura,2022,313,1577.17,907,4750,5.528379888,279.2
Jute,West Bengal,2022,503717,7575343.99,2707,4768.8,4.293156425,279.2
Jute & Mesta,Andhra Pradesh,2022,1000,11327.78,2039,2040.51,2.964078212,171.2583333
Jute & Mesta,Assam,2022,61000,709472.22,2094,2040.51,6.531815642,171.2583333
Jute & Mesta,Bihar,2022,60236,772822.2,2309,2040.51,2.71952514,171.2583333
Jute & Mesta,Chhattisgarh,2022,380,728.33,345,5995.55,3.823044693,171.2583333
Jute & Mesta,Meghalaya,2022,7750,55087.88,1279,5959,14.45391061,171.2583333
Jute & Mesta,Nagaland,2022,4430,41450.56,1684,3924.87,4.46226257,171.2583333
Jute & Mesta,Odisha,2022,6190,51169.94,1488,5959,3.92849162,171.2583333
Jute & Mesta,Tripura,2022,502,2502.22,897,5985.75,5.528379888,171.2583333
Jute & Mesta,West Bengal,2022,516321,7747038.48,2701,2040.51,4.293156425,171.2583333
Lentil,Arunachal Pradesh,2022,469,378.95,808,6000,7.982486034,202.2583333
Lentil,Assam,2022,25000,19975,799,6000,6.531815642,202.2583333
Lentil,Bihar,2022,133623,131618.66,985,6000,2.71952514,202.2583333
Lentil,Chhattisgarh,2022,12630,5367.75,425,6000,3.823044693,202.2583333
Lentil,Haryana,2022,170,138.72,816,6000,1.895642458,202.2583333
Lentil,Himachal Pradesh,2022,208,274.56,1320,6000,3.112765363,202.2583333
Lentil,Jharkhand,2022,59439,48442.79,815,6000,2.874944134,202.2583333
Lentil,Ladakh,2022,100,97.7,977,6000,1.024581006,202.2583333
Lentil,Madhya Pradesh,2022,655000,636005,971,6000,3.631955307,202.2583333
Lentil,Manipur,2022,900,870.3,967,6000,4.043072626,202.2583333
Lentil,Nagaland,2022,240,195.12,813,6000,4.46226257,202.2583333
Lentil,Odisha,2022,14960,7868.96,526,6000,3.92849162,202.2583333
Lentil,Punjab,2022,500,477,954,6000,1.930083799,202.2583333
Lentil,Rajasthan,2022,20883,28714.13,1375,6000,1.772821229,202.2583333
Lentil,Tripura,2022,701,557.3,795,6000,5.528379888,202.2583333
Lentil,Uttar Pradesh,2022,544000,516800,950,6000,2.327988827,202.2583333
Lentil,Uttarakhand,2022,11000,10175,925,6000,4.435363128,202.2583333
Lentil,West Bengal,2022,156958,150679.68,960,6000,4.293156425,202.2583333
Linseed,Assam,2022,5000,3095,619,6821.87,6.531815642,244.1833333
Linseed,Bihar,2022,5206,4445.92,854,6866.37,2.71952514,244.1833333
Linseed,Chhattisgarh,2022,10350,3684.6,356,6881.61,3.823044693,244.1833333
Linseed,Himachal Pradesh,2022,136,55.35,407,6881.61,3.112765363,244.1833333
Linseed,Jammu And Kashmir,2022,40,99.12,2478,4125.3,3.155307263,244.1833333
Linseed,Jharkhand,2022,47145,27862.7,591,6878.74,2.874944134,244.1833333
Linseed,Karnataka,2022,1000,338,338,6881.61,4.063882682,244.1833333
Linseed,Madhya Pradesh,2022,77000,57365,745,6875.87,3.631955307,244.1833333
Linseed,Maharashtra,2022,6000,2262,377,6881.61,3.789162011,244.1833333
Linseed,Meghalaya,2022,95,57,600,6720.39,14.45391061,244.1833333
Linseed,Nagaland,2022,3930,3030.03,771,6878.74,4.46226257,244.1833333
Linseed,Odisha,2022,7890,3881.88,492,6881.61,3.92849162,244.1833333
Linseed,Rajasthan,2022,22541,24163.95,1072,6826.46,1.772821229,244.1833333
Linseed,Uttar Pradesh,2022,49000,35084,716,6878.74,2.327988827,244.1833333
Linseed,West Bengal,2022,3398,1328.62,391,6881.61,4.293156425,244.1833333
Maize,Andaman And Nicobar Islands,2022,15.14,34.22,2260,1962,0,179.8333333
Maize,Andhra Pradesh,2022,386000,2755380,7138,1962,2.964078212,179.8333333
Maize,Arunachal Pradesh,2022,54643,86300.81,1579,1962,7.982486034,179.8333333
Maize,Assam,2022,52000,192296,3698,1962,6.531815642,179.8333333
Maize,Bihar,2022,748102,4379616.61,5854,1962,2.71952514,179.8333333
Maize,Chandigarh,2022,9,25.88,2875,1962,3.379329609,179.8333333
Maize,Chhattisgarh,2022,120410,393379.47,3267,1962,3.823044693,179.8333333
Maize,Delhi,2022,25,128,5120,1962,1.867430168,179.8333333
Maize,Gujarat,2022,400690,857332,2140,1962,2.550865922,179.8333333
Maize,Haryana,2022,4810,16007.68,3328,1962,1.895642458,179.8333333
Maize,Himachal Pradesh,2022,255539,678200.51,2654,1962,3.112765363,179.8333333
Maize,Jammu And Kashmir,2022,276370,546936.23,1979,1962,3.155307263,179.8333333
Maize,Jharkhand,2022,240053,458410.22,1910,1962,2.874944134,179.8333333
Maize,Karnataka,2022,1912000,5910965,3092,1962,4.063882682,179.8333333
Maize,Kerala,2022,88,258.99,2943,1962,7.651480447,179.8333333
Maize,Madhya Pradesh,2022,1448000,4620568,3191,1962,3.631955307,179.8333333
Maize,Maharashtra,2022,1345100,3918787.6,2913,1962,3.789162011,179.8333333
Maize,Manipur,2022,25480,56567.52,2220,1962,4.043072626,179.8333333
Maize,Meghalaya,2022,19482,44126.73,2265,1962,14.45391061,179.8333333
Maize,Mizoram,2022,11546,19328.66,1674,1962,5.506089385,179.8333333
Maize,Nagaland,2022,44412,88948.13,2003,1962,4.46226257,179.8333333
Maize,Odisha,2022,84290,251204.4,2980,1962,3.92849162,179.8333333
Maize,Punjab,2022,93300,409866.9,4393,1962,1.930083799,179.8333333
Maize,Rajasthan,2022,956861,2179189.15,2277,1962,1.772821229,179.8333333
Maize,Sikkim,2022,37522,67051.81,1787,1962,10.0423743,179.8333333
Maize,Tamil Nadu,2022,426700,2989967.34,7007,1962,3.137206704,179.8333333
Maize,Telangana,2022,515000,2861958,5557,1962,3.68896648,179.8333333
Maize,Tripura,2022,14718,34405.99,2338,1962,5.528379888,179.8333333
Maize,Uttar Pradesh,2022,891000,1952218,2191,1962,2.327988827,179.8333333
Maize,Uttarakhand,2022,17333,39946,2305,1962,4.435363128,179.8333333
Maize,West Bengal,2022,362105,2275850.57,6285,1962,4.293156425,179.8333333
Mesta,Andhra Pradesh,2022,1000,11327.78,2039,2603.41,2.964078212,203.4166667
Mesta,Assam,2022,3000,20883.33,1253,5957.36,6.531815642,203.4166667
Mesta,Bihar,2022,12052,143217.93,2139,2609.41,2.71952514,203.4166667
Mesta,Chhattisgarh,2022,380,728.33,345,6016.71,3.823044693,203.4166667
Mesta,Meghalaya,2022,4401,25672.5,1050,5973.46,14.45391061,203.4166667
Mesta,Nagaland,2022,1460,9968.56,1229,5961.61,4.46226257,203.4166667
Mesta,Odisha,2022,3640,18119.11,896,6010.71,3.92849162,203.4166667
Mesta,Tripura,2022,189,925.05,881,6010.71,5.528379888,203.4166667
Mesta,West Bengal,2022,12604,171694.49,2452,2607.14,4.293156425,203.4166667
Moong,Andaman And Nicobar Islands,2022,206.95,76.57,370,7755,0,166.5166667
Moong,Andhra Pradesh,2022,72000,72720,1010,7755,2.964078212,166.5166667
Moong,Arunachal Pradesh,2022,1393,1451.51,1042,7755,7.982486034,166.5166667
Moong,Assam,2022,13000,9854,758,7755,6.531815642,166.5166667
Moong,Bihar,2022,166662,129739.59,778,7755,2.71952514,166.5166667
Moong,Chhattisgarh,2022,3730,1738.82,466,7755,3.823044693,166.5166667
Moong,Gujarat,2022,151780,112562.13,742,7755,2.550865922,166.5166667
Moong,Haryana,2022,75377,48677.32,646,7755,1.895642458,166.5166667
Moong,Himachal Pradesh,2022,154,75.46,490,7755,3.112765363,166.5166667
Moong,Jammu And Kashmir,2022,421,161.66,384,7755,3.155307263,166.5166667
Moong,Jharkhand,2022,21965,17440.21,794,7755,2.874944134,166.5166667
Moong,Karnataka,2022,499000,191257,383,7755,4.063882682,166.5166667
Moong,Kerala,2022,213,139.91,657,7755,7.651480447,166.5166667
Moong,Madhya Pradesh,2022,1252000,1420912,1135,7755,3.631955307,166.5166667
Moong,Maharashtra,2022,274700,159757.75,582,7755,3.789162011,166.5166667
Moong,Manipur,2022,450,450,1000,7755,4.043072626,166.5166667
Moong,Nagaland,2022,656,739.97,1128,7755,4.46226257,166.5166667
Moong,Odisha,2022,267920,98255.92,367,7755,3.92849162,166.5166667
Moong,Puducherry,2022,559,338.38,605,7755,3.568184358,166.5166667
Moong,Punjab,2022,24800,25644,1034,7755,1.930083799,166.5166667
Moong,Rajasthan,2022,2334701,1178725.1,505,7755,1.772821229,166.5166667
Moong,Tamil Nadu,2022,166360,60071.5,361,7755,3.137206704,166.5166667
Moong,Telangana,2022,32000,23069,721,7755,3.68896648,166.5166667
Moong,Tripura,2022,1645,1286.63,782,7755,5.528379888,166.5166667
Moong,Uttar Pradesh,2022,112000,66059,590,7755,2.327988827,166.5166667
Moong,West Bengal,2022,72761,54855.49,754,7755,4.293156425,166.5166667
Nigerseed,Andhra Pradesh,2022,3000,1158,386,7287,2.964078212,244.6166667
Nigerseed,Assam,2022,5000,2975,595,7287,6.531815642,244.6166667
Nigerseed,Chhattisgarh,2022,25040,5183.28,207,7287,3.823044693,244.6166667
Nigerseed,Gujarat,2022,1250,528.75,423,7287,2.550865922,244.6166667
Nigerseed,Jharkhand,2022,1888,670.24,355,7287,2.874944134,244.6166667
Nigerseed,Karnataka,2022,100,23.3,233,7287,4.063882682,244.6166667
Nigerseed,Madhya Pradesh,2022,10000,3030,303,7287,3.631955307,244.6166667
Nigerseed,Maharashtra,2022,5400,1339.2,248,7287,3.789162011,244.6166667
Nigerseed,Odisha,2022,35250,13077.75,371,7287,3.92849162,244.6166667
Nigerseed,West Bengal,2022,1139,602.53,529,7287,4.293156425,244.6166667
Other Pulses,Andhra Pradesh,2022,44000,37139,844,5985.75,2.964078212,171.2583333
Other Pulses,Arunachal Pradesh,2022,8338,10287.74,1234,5971.75,7.982486034,171.2583333
Other Pulses,Assam,2022,44000,40108,912,5985.75,6.531815642,171.2583333
Other Pulses,Bihar,2022,61586,65531.35,1064,5950.15,2.71952514,171.2583333
Other Pulses,Chhattisgarh,2022,193200,135096.05,699,5995.55,3.823044693,171.2583333
Other Pulses,Goa,2022,3599,3188.71,886,5985.75,9.786089385,171.2583333
Other Pulses,Gujarat,2022,33830,13429.07,397,5995.55,2.550865922,171.2583333
Other Pulses,Haryana,2022,3640,3873.95,1064,5950.15,1.895642458,171.2583333
Other Pulses,Himachal Pradesh,2022,22403,43816.97,1956,2040.51,3.112765363,171.2583333
Other Pulses,Jammu And Kashmir,2022,8016,6352.53,792,5988.05,3.155307263,171.2583333
Other Pulses,Jharkhand,2022,100719,93133.76,925,5985.75,2.874944134,171.2583333
Other Pulses,Karnataka,2022,214000,118080,552,5995.55,4.063882682,171.2583333
Other Pulses,Kerala,2022,862,975.6,1132,5950.15,7.651480447,171.2583333
Other Pulses,Ladakh,2022,1160.8,926.24,798,5997.6,1.024581006,171.2583333
Other Pulses,Madhya Pradesh,2022,132000,139260,1055,5950.15,3.631955307,171.2583333
Other Pulses,Maharashtra,2022,229300,149580.3,652,5995.55,3.789162011,171.2583333
Other Pulses,Manipur,2022,28040,27640.45,986,6000.32,4.043072626,171.2583333
Other Pulses,Meghalaya,2022,5397,8861.87,1642,4745.25,14.45391061,171.2583333
Other Pulses,Mizoram,2022,3359,4155.45,1237,5971.75,5.506089385,171.2583333
Other Pulses,Nagaland,2022,30416,36282.23,1193,5965,4.46226257,171.2583333
Other Pulses,Odisha,2022,325080,185670.1,571,5995.55,3.92849162,171.2583333
Other Pulses,Puducherry,2022,307,246.01,801,5988.05,3.568184358,171.2583333
Other Pulses,Punjab,2022,3200,3331.2,1041,5948.5,1.930083799,171.2583333
Other Pulses,Rajasthan,2022,876891,459150.81,524,5995.55,1.772821229,171.2583333
Other Pulses,Sikkim,2022,2415,2410.17,998,5908.75,10.0423743,171.2583333
Other Pulses,Tamil Nadu,2022,180810,126482.84,700,5995.55,3.137206704,171.2583333
Other Pulses,Telangana,2022,4000,3436,859,5985.75,3.68896648,171.2583333
Other Pulses,Tripura,2022,8191,7316.05,893,5985.75,5.528379888,171.2583333
Other Pulses,Uttar Pradesh,2022,462000,715638,1549,5056.53,2.327988827,171.2583333
Other Pulses,Uttarakhand,2022,36000,36388,1011,5948.5,4.435363128,171.2583333
Other Pulses,West Bengal,2022,110218,135911.62,1233,5957.5,4.293156425,171.2583333
Ragi,Andhra Pradesh,2022,27000,31995,1185,3578,2.964078212,221.2333333
Ragi,Arunachal Pradesh,2022,27462,28450.63,1036,3578,7.982486034,221.2333333
Ragi,Bihar,2022,2352,2359.06,1003,3578,2.71952514,221.2333333
Ragi,Chhattisgarh,2022,2950,864.35,293,3578,3.823044693,221.2333333
Ragi,Dadra And Nagar Haveli,2022,845,1399.32,1656,3578,9.703826816,221.2333333
Ragi,Gujarat,2022,10220,8298.64,812,3578,2.550865922,221.2333333
Ragi,Himachal Pradesh,2022,1149,976.65,850,3578,3.112765363,221.2333333
Ragi,Jammu And Kashmir,2022,226,123.85,548,3578,3.155307263,221.2333333
Ragi,Jharkhand,2022,16417,12723.18,775,3578,2.874944134,221.2333333
Ragi,Karnataka,2022,812000,1148168,1414,3578,4.063882682,221.2333333
Ragi,Kerala,2022,125,212,1696,3578,7.651480447,221.2333333
Ragi,Maharashtra,2022,68600,91032.2,1327,3578,3.789162011,221.2333333
Ragi,Nagaland,2022,387,373.84,966,3578,4.46226257,221.2333333
Ragi,Odisha,2022,42840,37399.32,873,3578,3.92849162,221.2333333
Ragi,Puducherry,2022,72,173.02,2403,3578,3.568184358,221.2333333
Ragi,Sikkim,2022,290,302.47,1043,3578,10.0423743,221.2333333
Ragi,Tamil Nadu,2022,69600,206503.2,2967,3578,3.137206704,221.2333333
Ragi,Uttarakhand,2022,76000,114228,1503,3578,4.435363128,221.2333333
Ragi,West Bengal,2022,4733,5783.73,1222,3578,4.293156425,221.2333333
Rapeseed & Mustard,Andhra Pradesh,2022,2000,1484,742,5450,2.964078212,205.9833333
Rapeseed & Mustard,Arunachal Pradesh,2022,28685,29775.03,1038,5450,7.982486034,205.9833333
Rapeseed & Mustard,Assam,2022,296000,233248,788,5450,6.531815642,205.9833333
Rapeseed & Mustard,Bihar,2022,81208,95419.4,1175,5450,2.71952514,205.9833333
Rapeseed & Mustard,Chhattisgarh,2022,30460,15839.2,520,5450,3.823044693,205.9833333
Rapeseed & Mustard,Delhi,2022,4.24,5.83,1375,5450,1.867430168,205.9833333
Rapeseed & Mustard,Gujarat,2022,307030,603620.98,1966,5450,2.550865922,205.9833333
Rapeseed & Mustard,Haryana,2022,765140,1301503.14,1701,5450,1.895642458,205.9833333
Rapeseed & Mustard,Himachal Pradesh,2022,8564,6936.84,810,5450,3.112765363,205.9833333
Rapeseed & Mustard,Jammu And Kashmir,2022,41276,36281.6,879,5450,3.155307263,205.9833333
Rapeseed & Mustard,Jharkhand,2022,383725,320026.65,834,5450,2.874944134,205.9833333
Rapeseed & Mustard,Kerala,2022,2,2,1000,5450,7.651480447,205.9833333
Rapeseed & Mustard,Ladakh,2022,856.3,131.87,154,5450,1.024581006,205.9833333
Rapeseed & Mustard,Madhya Pradesh,2022,1006900,1550626,1540,5450,3.631955307,205.9833333
Rapeseed & Mustard,Maharashtra,2022,30600,9700.2,317,5450,3.789162011,205.9833333
Rapeseed & Mustard,Manipur,2022,32180,23974.1,745,5450,4.043072626,205.9833333
Rapeseed & Mustard,Meghalaya,2022,9884,9290.96,940,5450,14.45391061,205.9833333
Rapeseed & Mustard,Mizoram,2022,561,408.97,729,5450,5.506089385,205.9833333
Rapeseed & Mustard,Nagaland,2022,15070,15974.2,1060,5450,4.46226257,205.9833333
Rapeseed & Mustard,Odisha,2022,14640,5124,350,5450,3.92849162,205.9833333
Rapeseed & Mustard,Punjab,2022,54000,86616,1604,5450,1.930083799,205.9833333
Rapeseed & Mustard,Rajasthan,2022,3973075,5832474.1,1468,5450,1.772821229,205.9833333
Rapeseed & Mustard,Sikkim,2022,2373.4,2083.85,878,5450,10.0423743,205.9833333
Rapeseed & Mustard,Tamil Nadu,2022,360,83.88,233,5450,3.137206704,205.9833333
Rapeseed & Mustard,Telangana,2022,1000,1316,1316,5450,3.68896648,205.9833333
Rapeseed & Mustard,Tripura,2022,6762,5734.18,848,5450,5.528379888,205.9833333
Rapeseed & Mustard,Uttar Pradesh,2022,1082400,1620352.8,1497,5450,2.327988827,205.9833333
Rapeseed & Mustard,Uttarakhand,2022,20000,18800,940,5450,4.435363128,205.9833333
Rapeseed & Mustard,West Bengal,2022,656768,816362.62,1243,5450,4.293156425,205.9833333
Rice,Andaman And Nicobar Islands,2022,4989.65,10511.53,2107,2040,0,161.2333333
Rice,Andhra Pradesh,2022,2129000,7941950,3730,2040,2.964078212,161.2333333
Rice,Arunachal Pradesh,2022,137166,254366.18,1854,2040,7.982486034,161.2333333
Rice,Assam,2022,2318000,5624321.5,2426,2040,6.531815642,161.2333333
Rice,Bihar,2022,2862862,7023319.5,2453,2040,2.71952514,161.2333333
Rice,Chandigarh,2022,82,323.86,3950,2040,3.379329609,161.2333333
Rice,Chhattisgarh,2022,3770760,9811517.52,2602,2040,3.823044693,161.2333333
Rice,Dadra And Nagar Haveli,2022,17287,35835.95,2073,2040,9.703826816,161.2333333
Rice,Delhi,2022,5622,17240.8,3067,2040,1.867430168,161.2333333
Rice,Goa,2022,31519,88380.84,2804,2040,9.786089385,161.2333333
Rice,Gujarat,2022,947300,2396434.82,2530,2040,2.550865922,161.2333333
Rice,Haryana,2022,1519650,5109063.3,3362,2040,1.895642458,161.2333333
Rice,Himachal Pradesh,2022,67299,130694.66,1942,2040,3.112765363,161.2333333
Rice,Jammu And Kashmir,2022,274467,604376.33,2202,2040,3.155307263,161.2333333
Rice,Jharkhand,2022,855084,1493831.75,1747,2040,2.874944134,161.2333333
Rice,Karnataka,2022,1328000,4280155,3223,2040,4.063882682,161.2333333
Rice,Kerala,2022,191712,595886.13,3108,2040,7.651480447,161.2333333
Rice,Madhya Pradesh,2022,3413800,7022187,2057,2040,3.631955307,161.2333333
Rice,Maharashtra,2022,1718100,3899090.9,2269,2040,3.789162011,161.2333333
Rice,Manipur,2022,186380,349204.18,1874,2040,4.043072626,161.2333333
Rice,Meghalaya,2022,107772,279288.75,2591,2040,14.45391061,161.2333333
Rice,Mizoram,2022,34071,39222.4,1151,2040,5.506089385,161.2333333
Rice,Nagaland,2022,211130,369754.54,1751,2040,4.46226257,161.2333333
Rice,Odisha,2022,4064170,8249809.94,2030,2040,3.92849162,161.2333333
Rice,Puducherry,2022,19757,65285.23,3304,2040,3.568184358,161.2333333
Rice,Punjab,2022,3098150,12990542.95,4193,2040,1.930083799,161.2333333
